website,name,telnumber,address,logo,email
http://www.bouwbedrijfbeveren.be,Santon J Algemene Bouwonderneming,03 773 39 23,"Dorpsstraat 36, 9130 Kieldrecht (Beveren)",yes,jozef.santon@telenet.be
http://seta-dak.be,Seta-Dak,0486 31 18 90,"Steenweg 55, 3570 Alken",yes,seta-dak@telenet.be
http://www.vanhoyweghensigi.be,Vanhoyweghen Sigi,0477 42 73 01,"Kruisbeeldstraat 176, 9220 Hamme",yes,info@vanhoyweghensigi.be
None,Deco Creations,0472 77 23 80,"Sint-Michielsstraat 27, 3020 Veltem-Beisem (Herent)",yes,decocreations@proximus.be
http://www.grondwerkenheyrman.be,Heyrman Urbain Grondwerken,03 755 15 51,"Boerenstraat 11, 9120 Beveren-Waas (Beveren)",yes,urbain@grondwerkenheyrman.be
http://www.deco-wim.be,Deco-wim,0498 52 21 96,"Vinaafstraat 11, 3360 Opvelp (Bierbeek)",yes,wim.daron@deco-wim.be
http://www.tuinaanleg-vanseveren.be,Tuinaanleg Vanseveren bvba,03 772 20 88,"Leebrugstraat 8A, 9112 Sinaai (Sint-Niklaas)",yes,info@tuinaanleg-vanseveren.be
http://www.standingconstruct.be,Standing Construct,014 58 27 20,"Winkelom 83, 2440 Geel",yes,info@standingconstruct.be
http://www.bouw-laevens.be,Laevens Bouwonderneming,056 75 77 94,"Otegemstraat 381, 8550 Zwevegem",yes,laevens.dirk@telenet.be
http://www.daktimmerwerkenvanwynsberghe.be,Vanwynsberghe,056 77 83 37,"Zwevegemsestraat 143, 8530 Harelbeke",yes,luc@lucvwb.be
http://www.bouwwerkenjanraes.be,Bouwwerken Raes Jan,051 43 60 65,"Westrozebekestraat 79, 8840 Oostnieuwkerke (Staden)",yes,bouwwerken.raes@telenet.be
http://www.zen-decoratiebouw.be,Rudy Van Bael,0477 87 23 35,"Heurbeek 22, 3210 Lubbeek",yes,info@schilderwerkenzen.be
None,Lanszweert Stefaan,050 37 51 31,"Boogschutterslaan 38, 8310 Sint-Kruis (Brugge)",yes,stefaan.lanszweert@skynet.be
http://www.wimjansen-dakwerken.be,Wim Jansen Dakwerken,011 66 23 31,"Weidestraat 29, 3920 Lommel",yes,wim.jansen12@telenet.be
http://www.decoratiesmets.be,Decoratiewerken Smets,014 37 48 40,"Kelderbeemd 2, 2470 Retie",yes,info@decoratiewerkensmets.be
None,Groep IBR,0475 84 37 49,"Morekstraat 99, 9032 Wondelgem (Gent)",yes,ibrlvh@skynet.be
http://www.recyclagebedrijf-vanraemdonck.be,Van Raemdonck,03 755 46 72,"Nieuwstraat 121, 9190 Stekene",yes,van.raemdonck.nv@gmail.com
http://algemenedakwerkenbuelens.be,Algemene dak- en gevelwerken Buelens,016 29 72 92,"Basdongenstraat 25C, 3120 Tremelo",yes,info@algemenedakwerkenbuelens.be
http://baele-afbraakwerken.be,Baele Philip,055 49 53 59,"Dries 52, 9630 Sint-Denijs-Boekel (Zwalm)",yes,btgro@telenet.be
http://www.e-w-l.be,EWL,0471 44 45 00,"Verloren Hoek 4, 1760 Roosdaal",yes,INFO@EWL-BVBA.BE
http://www.mrprojects.be,MR Projects,0489 87 57 73,"Heihoef 3/UNIT9, 2275 Wechelderzande (Lille)",yes,info@mrprojects.be
http://www.dakwerken-van-der-jonckheyd.be,Van der Jonckheyd,None,"Appelvinklaan 27, 2960 Sint-Job-in-'t-Goor (Brecht)",yes,info@dakwerkenvanderjonckheyd.be
http://dirkbauwens.be,Dirk Bauwens,09 357 34 80,"Schildekenstraat 20, 9940 Ertvelde (Evergem)",yes,info@dirkbauwensnv.be
http://dakwerkerjacobsronse.be,Dakwerken Eddy Jacobs,0478 63 37 78,"Mussenstraat 50, 9600 Ronse",yes,eddyjacobsdak@skynet.be
https://gevelreiniging-rubens.be,Rubens Gebr,012 45 26 04,"Paenhuisstraat 30, 3770 Riemst",yes,info@gevelreiniging-rubens.be
http://www.ldasenzoon.be,L. Das en Zoon,03 887 65 40,"Steenwinkelstraat 472, 2627 Schelle",yes,g.das@skynet.be
http://www.bouwwerken-vanbroekhoven.be,Bouwwerken Davy Van Broekhoven,0475 21 69 46,"De Belder 40, 3640 Ophoven (Kinrooi)",yes,info@bouwwerken-vanbroekhoven.be
None,De Kerf Geert,0475 83 06 81,"Vilain XIIII-Laan 19, 9150 Bazel (Kruibeke)",yes,geert.dekerf@telenet.be
http://www.adbvba.be,A.D,014 30 18 40,"Straal 23, 2491 Olmen (Balen)",yes,info@adbvba.be
http://www.grondwerkenpeel.be,Grondwerken Glenn Peel,0476 55 22 98,"Kalkaartweg 22, 8432 Leffinge (Middelkerke)",yes,glenn.peel1@telenet.be
http://eurobouw.be,Eurobouw,0485 20 53 25,"Rootenstraat 15 13, 3600 Genk",yes,info@eurobouw.be
http://www.vanechelpoel-eric.be,Van Echelpoel Eric,03 658 87 76,"Oudaen 3, 2970 's-Gravenwezel (Schilde)",yes,info@vanechelpoel-eric.be
http://www.dakwerkenhdl.be,HDL Dakwerken,015 33 17 49,"Kruynighemstraat 6, 2811 Hombeek (Mechelen)",yes,info@dakwerkenhdl.be
https://www.stelimetrecycling.be,Stelimet,089 35 27 93,"Swinnenwijerweg 26, 3600 Genk",yes,None
None,Swillen Tom,0486 03 21 24,"Jordaanstraat 2, 3370 Willebringen (Boutersem)",yes,tswillen@hotmail.com
http://www.dakwerkendelbroek.be,Dakwerken Delbroek,0478 34 33 95,"Kouterpad 10, 1850 Grimbergen",yes,dakwerken.delbroek@gmail.com
None,Schilderwerken Degryse,0479 32 38 22,"Herdersstraat 86, 8800 Roeselare",yes,schilderwerkendegryse@gmail.com
None,Van Gompel Stefan,0496 23 57 78,"Bakkershoefstraat 6, 3650 Dilsen-Stokkem",yes,stefanvangompel@hotmail.com
http://recyclagegent.be,De Sutter-Goethals,09 375 14 00,"Westbeke 2C/8867F, 9940 Evergem",yes,desuttergoethals@skynet.be
http://edkentrepreneurbatiments.be,EDK,02 735 88 90,"Auguste Lambiottestraat 144, 1030 Schaarbeek",yes,edk@edk.be
http://www.olivierlecluyse.be,Olivier Lecluyse BVBA,0470 50 47 89,"Nieuwstraat 93, 8792 Desselgem (Waregem)",yes,info@olivierlecluyse.be
http://www.liebo.be,Liebo Bouwbedrijf,053 62 84 50,"Neerwegstraat 25, 9550 Woubrechtegem (Herzele)",yes,liebo@telenet.be
http://www.docatechnics.be,DOCA TECHNICS,0496 63 59 42,"Wolvenstraat 5, 2861 Onze-Lieve-Vrouw-Waver (Sint-Katelijne-Waver)",yes,info@docatechnics.be
http://www.debruynemarc.be,De Bruyne Agro,09 344 50 76,"Stoepestraat 5D, 9960 Assenede",yes,info@debruynemarc.be
http://www.stefceulemans.be,Stef Ceulemans,0477 30 77 59,"Langstraat 6, 2223 Schriek (Heist-op-den-Berg)",yes,stef.ceulemans@skynet.be
http://www.schilderwerkengielkens.be,Schilderwerken Gielkens,0478 96 12 09,"Kleine Marsestraat 15, 3950 Kaulille (Bocholt)",yes,schilderwerkengielkens@live.be
http://www.handydecor.be,Handydecor,0492 84 84 48,"DOCKAERTSTRAAT 4, 8620 NIEUWPOORT",yes,info@handydecor.be
http://huysmarc.be,Huys Marc,050 32 15 00,"Kapellestraat 10, 8377 Houtave (Zuienkerke)",yes,bvba.marc.huys@telenet.be
http://www.bo-paint.be,Bo-Paint bvba-Rik Cokele,056 40 30 38,"Schonekeerstraat 207, 8930 Lauwe (Menen)",yes,info@bo-paint.be
http://www.bricksandmortar.be,Bricks & Mortar,0475 60 72 80,"Patatestraat 37, 1861 Wolvertem (Meise)",yes,info@bricksandmortar.be
None,De Sterck Rudy,0476 99 65 90,"Spoorwegstraat 35, 9550 Herzele",yes,voegwerkenrudyds@hotmail.com
http://www.voegwerken-gevelreiniging-vandun.be,Voegwerken Van Dun,0485 78 93 88,"Bredaseweg 5, 2381 Weelde (Ravels)",yes,voegwerkenvandun@gmail.com
http://woningbouwfeys.be,Feys Building,0496 25 28 61,"Loppemsestraat 42B, 8210 Zedelgem",yes,info@feysbuilding.be
http://www.jansco.be,Algemene Schilderwerken Jansco bvba,03 454 42 69,"Boniverlei 34, 2650 Edegem",yes,info@jansco.be
http://www.grondwerken-nickprovinciael.be,Grondwerken Nick Provinciael,0497 39 08 47,"Waterstraat 39, 2860 Sint-Katelijne-Waver",yes,info@grondwerken-nickprovinciael.be
http://www.unicas.be,Unicas,054 30 03 01,"Kerkstraat 38, 1755 Oetingen (Gooik)",yes,info@unicas.be
http://www.colinex.be,Colinex Interior Concepts,0473 77 44 23,"Grasdreef 20A, 8790 Waregem",yes,info@colinex.be
https://www.hendrixdakbedekking.com,Hendrix Dakbedekking,089 56 77 05,"Diestersteenweg 348, 3680 Maaseik",yes,info@hendrixdakbedekking.com
http://www.dakwerkenheylentoon.be,Heylen Toon,014 21 64 67,"Nachtegaalstraat 13, 2250 Olen",yes,None
http://www.irs-design.be,IRS Design,011 74 84 92,"Schabbestraat 16, 3511 Stokrooie (Hasselt)",yes,romain.schruers@telenet.be
http://www.schrijnwerkerijtheunis.be,Schrijnwerken Theunis,0479 66 19 42,"Dijkstraat 107, 3581 Beverlo (Beringen)",yes,schrijnwerkerijtheunis@hotmail.com
http://www.machielsrafbvba.be,Machiels Raf,011 96 06 49,"Dorpheidestraat 134/A, 3590 Diepenbeek",yes,raf.machiels@telenet.be
http://www.grondwerkenmeysmansbjorn.be,Grondwerken BJORN Meysmans,0475 63 06 12,"Lombaardstraat 47, 2860 Sint-Katelijne-Waver",yes,bjorn.meysmans@telenet.be
http://schrijnwerkerijagten.be,Agten schrijnwerkerij en dakwerken,011 73 46 35,"De Vreedestraat 3, 3941 Eksel (Hechtel-Eksel)",yes,info@schrijnwerkerijagten.be
http://www.jkvandeneynde.be,Van Den Eynde J & K,014 54 95 43,"Liesdonk 13, 2440 Geel",yes,grondwerken@jkvandeneynde.be
http://www.bouwwerkenlaenens.be,Bouwwerken Fr. Laenens bvba,02 270 13 82,"Kleine Klepperstraat 2, 1861 Wolvertem (Meise)",yes,l.laenens@skynet.be
https://www.verbruggedecoratie.be,Verbrugge schilder- en decoratiewerken,0498 44 18 44,"Lommergoed 34, 8560 Gullegem (Wevelgem)",yes,diegoverbruggedecoratie@gmail.com
http://www.dockx-en-zn.be,Dockx M & Zn,015 55 20 28,"Mechelsesteenweg 206, 2860 Sint-Katelijne-Waver",yes,None
http://www.hollevoet.be/,Hollevoet,058 31 19 27,"Statiestraat 21, 8630 Veurne",yes,info@hollevoet.be
None,Temmerman S,054 50 16 23,"Sint-Lievensplein 10, 9550 Sint-Lievens-Esse (Herzele)",yes,schrijnwerkerijstefan@hotmail.com
None,Herpelinck Bart,057 33 38 16,"Casselstraat 124, 8970 Poperinge",yes,bart.herpelinck@telenet.be
http://schrijnwerkerdendermonde.be,Verhaegen,0475 78 99 34,"Bareelstraat 3, 9200 Sint-Gillis-Bij-Dendermonde (Dendermonde)",yes,verhaegen.francois@skynet.be
http://www.schilderwerkengalmaarden.be,NC Creations,0498 03 84 64,"Coppenslaan 32, 1570 Vollezele (Galmaarden)",yes,nc@nccreations.be
http://www.lasuy.be,Lasuy,056 64 78 09,"Vierkeerstraat 80, 8551 Heestert (Zwevegem)",yes,schilderwerken.lasuy@gmail.com
http://schilderwerken-zonhoven-lenaerts.be,Algemene Schilderwerken Lenaerts Freddy,0475 62 60 56,"Wijerstraat 16, 3520 Zonhoven",yes,freddy.lenaerts@telenet.be
http://www.grovam.be,Grovam,052 33 81 41,"Fabriekstraat 41, 9200 Baasrode (Dendermonde)",yes,info@grovam.be
http://www.peter-kennes.be,PK Gevelrenovatie,0497 32 80 56,"Moederhoefstraat 194, 2547 Lint",yes,peterkennes@skynet.be
None,BRT bouw,0479 71 03 26,"Maurits Sabbestraat 26, 8400 Oostende",yes,berttomme@gmail.com
http://www.m-painting.be,M-Painting,0478 03 92 32,"Bosstraat 122 A, 3830 Wellen",yes,info@m-painting.be
http://www.vymetal.be,Vymetal,0495 26 86 23,"Beukenhofstraat 77, 8570 Vichte (Anzegem)",yes,info@vymetal.be
http://www.verwypaint.be,A.D. Verwy Paint,014 26 35 39,"Molenstraat 48, 2200 Morkhoven (Herentals)",yes,eddyverwimp@gmail.com
http://www.renovatie-vrancken.be,Vrancken Bouw & Renovatie,03 481 87 21,"Hooidonkstraat 42 A, 2560 Nijlen",yes,vrancken.bouw@telenet.be
None,ADL Groep,0496 49 57 33,"Charlottalei 37, 2620 Hemiksem",yes,adlgroep@gmail.com
http://www.gefrax.be,Gefrax,0477 25 82 20,"Sassenhout 110/C, 2290 Vorselaar",yes,info@gefrax.be
http://schrijnwerkerijherne.be,Schrijnwerkerij Desmet,02 396 18 21,"Bloemendaelstraat 10, 1540 Herne",yes,desmet_nv@belgacom.net
http://www.bouwbedrijfphilippaerts.be,Philippaerts Bouwbedrijf,0475 58 86 98,"Grevensmolenweg 132, 3800 Sint-Truiden",yes,info@bouwbedrijfphilippaerts.be
http://www.grondwerkencoppens.be,Coppens grondwerken,0476 24 10 75,"Eesbeekstraat 33, 9506 Nieuwenhove (Geraardsbergen)",yes,info@grondwerkencoppens.be
http://www.renovatie-vlaamsbrabant.be,Hem,02 253 04 00,"Westvaartdijk 157, 1850 Grimbergen",yes,pieter@hembvba.be
http://www.vsrenovatie.be,VS-Renovatie,0475 48 34 62,"Warandestraat 55, 9810 Nazareth",yes,info@vsrenovatie.be
http://schilderwerkendaviddeclercq-gent.be,De Clercq D,0495 51 27 67,"Boskeetstraat 38, 9031 Drongen (Gent)",yes,de.clercq.david@telenet.be
http://www.wilrijksedakwerken.be,Wilrijkse Dakwerken,03 825 46 74,"Caronstraat 59, 2660 Hoboken (Antwerpen)",yes,info@wilrijksedakwerken.be
http://www.vaneenoo.be,Vaneenoo,051 65 61 78,"Rakestraat 25 A, 8750 Wingene",yes,info@vaneenoo.be
